CITY,SCRAPE,ID,URL
Bilhaur,N,4648,https://cricheroes.in/past-matches/4648/Bilhaur
Bilimora,N,1093,https://cricheroes.in/past-matches/1093/Bilimora
Billimora,N,1095,https://cricheroes.in/past-matches/1095/Billimora
Birmingham (England),N,13765,https://cricheroes.in/past-matches/13765/Birmingham%20(England)
Birpur,N,758,https://cricheroes.in/past-matches/758/Birpur
Bishnupur (Manipur),N,3126,https://cricheroes.in/past-matches/3126/Bishnupur%20(Manipur)
Bissau,N,74,https://cricheroes.in/past-matches/74/Bissau
Biswanath Chariali,N,611,https://cricheroes.in/past-matches/611/Biswanath%20Chariali
Blackwater,N,18959,https://cricheroes.in/past-matches/18959/Blackwater
Bloomfield (Connecticut),N,6617,https://cricheroes.in/past-matches/6617/Bloomfield%20(Connecticut)
Bodeli,N,1097,https://cricheroes.in/past-matches/1097/Bodeli
Bodh Gaya,N,759,https://cricheroes.in/past-matches/759/Bodh%20Gaya
Boisar,N,2764,https://cricheroes.in/past-matches/2764/Boisar
Bokaro,N,1613,https://cricheroes.in/past-matches/1613/Bokaro
Bokokhat,N,614,https://cricheroes.in/past-matches/614/Bokokhat
Boksburg,N,16709,https://cricheroes.in/past-matches/16709/Boksburg
Bolpur,N,5395,https://cricheroes.in/past-matches/5395/Bolpur
Bommanahalli,N,1808,https://cricheroes.in/past-matches/1808/Bommanahalli
Bommasandra,N,1809,https://cricheroes.in/past-matches/1809/Bommasandra
Bongaigaon,N,615,https://cricheroes.in/past-matches/615/Bongaigaon
Bongaon,N,5396,https://cricheroes.in/past-matches/5396/Bongaon
"Bopal, Ahmedabad",N,1098,"https://cricheroes.in/past-matches/1098/Bopal,%20Ahmedabad"
Borgolai,N,617,https://cricheroes.in/past-matches/617/Borgolai
Borsad,N,1101,https://cricheroes.in/past-matches/1101/Borsad
Botad,N,22,https://cricheroes.in/past-matches/22/Botad
Brajrajnagar,N,3241,https://cricheroes.in/past-matches/3241/Brajrajnagar
Brampton,N,11198,https://cricheroes.in/past-matches/11198/Brampton
Bridgetown,N,20847,https://cricheroes.in/past-matches/20847/Bridgetown
Brisbane (Queensland),N,18965,https://cricheroes.in/past-matches/18965/Brisbane%20(Queensland)
Bristol (England),N,13788,https://cricheroes.in/past-matches/13788/Bristol%20(England)
Budapest,N,20135,https://cricheroes.in/past-matches/20135/Budapest
Budaun,N,4661,https://cricheroes.in/past-matches/4661/Budaun
Budgam,N,1531,https://cricheroes.in/past-matches/1531/Budgam
Budhlada,N,3403,https://cricheroes.in/past-matches/3403/Budhlada
Budhni,N,2398,https://cricheroes.in/past-matches/2398/Budhni
Buenos Aires,N,20143,https://cricheroes.in/past-matches/20143/Buenos%20Aires
Bugganipalle,N,319,https://cricheroes.in/past-matches/319/Bugganipalle
Bulandshahar,N,4663,https://cricheroes.in/past-matches/4663/Bulandshahar
Buldana,N,2768,https://cricheroes.in/past-matches/2768/Buldana
Bundi,N,77,https://cricheroes.in/past-matches/77/Bundi
Buner,N,21031,https://cricheroes.in/past-matches/21031/Buner
Burdwan,N,5398,https://cricheroes.in/past-matches/5398/Burdwan
Burewala,N,13509,https://cricheroes.in/past-matches/13509/Burewala
Burhanpur,N,2399,https://cricheroes.in/past-matches/2399/Burhanpur
Buria,N,1350,https://cricheroes.in/past-matches/1350/Buria
Busaiteen,N,19667,https://cricheroes.in/past-matches/19667/Busaiteen
Butterworth,N,16688,https://cricheroes.in/past-matches/16688/Butterworth
Butwal,N,19999,https://cricheroes.in/past-matches/19999/Butwal
Buxar,N,760,https://cricheroes.in/past-matches/760/Buxar
Calapor,N,997,https://cricheroes.in/past-matches/997/Calapor
Cape Town,N,16751,https://cricheroes.in/past-matches/16751/Cape%20Town
Cardiff,N,14672,https://cricheroes.in/past-matches/14672/Cardiff
Cart Road,N,5400,https://cricheroes.in/past-matches/5400/Cart%20Road
Chaibasa,N,1616,https://cricheroes.in/past-matches/1616/Chaibasa
Chak Enayetnagar,N,5403,https://cricheroes.in/past-matches/5403/Chak%20Enayetnagar
Chakeri,N,4667,https://cricheroes.in/past-matches/4667/Chakeri
Chakradharpur,N,1618,https://cricheroes.in/past-matches/1618/Chakradharpur
Chakranagar Colony,N,1812,https://cricheroes.in/past-matches/1812/Chakranagar%20Colony
Chakulia,N,1619,https://cricheroes.in/past-matches/1619/Chakulia
Chakwal,N,13541,https://cricheroes.in/past-matches/13541/Chakwal
Chala (Gujarat),N,1104,https://cricheroes.in/past-matches/1104/Chala%20(Gujarat)
Chalakudi,N,2104,https://cricheroes.in/past-matches/2104/Chalakudi
Chalthan,N,1106,https://cricheroes.in/past-matches/1106/Chalthan
Chamba (Himachal Pradesh),N,1452,https://cricheroes.in/past-matches/1452/Chamba%20(Himachal%20Pradesh)
Chamoli and Gopeshwar,N,5226,https://cricheroes.in/past-matches/5226/Chamoli%20and%20Gopeshwar
Champa,N,896,https://cricheroes.in/past-matches/896/Champa
Champdani,N,5410,https://cricheroes.in/past-matches/5410/Champdani
Chamrajnagar,N,1814,https://cricheroes.in/past-matches/1814/Chamrajnagar
Chandapur,N,3246,https://cricheroes.in/past-matches/3246/Chandapur
Chandia,N,2405,https://cricheroes.in/past-matches/2405/Chandia
Chandigarh,N,873,https://cricheroes.in/past-matches/873/Chandigarh
Chandisar,N,1108,https://cricheroes.in/past-matches/1108/Chandisar
Chandkheda,N,1109,https://cricheroes.in/past-matches/1109/Chandkheda
Chandpur (Uttar Pradesh),N,4671,https://cricheroes.in/past-matches/4671/Chandpur%20(Uttar%20Pradesh)
Chandpur (West Bengal),N,5413,https://cricheroes.in/past-matches/5413/Chandpur%20(West%20Bengal)
Chandrapur,N,2773,https://cricheroes.in/past-matches/2773/Chandrapur
Chandur (Andhra Pradesh),N,321,https://cricheroes.in/past-matches/321/Chandur%20(Andhra%20Pradesh)
Changanacheri,N,2105,https://cricheroes.in/past-matches/2105/Changanacheri
Channarayapatna,N,1818,https://cricheroes.in/past-matches/1818/Channarayapatna
Chapar,N,620,https://cricheroes.in/past-matches/620/Chapar
Charcha,N,897,https://cricheroes.in/past-matches/897/Charcha
Charkhi Dadri,N,1351,https://cricheroes.in/past-matches/1351/Charkhi%20Dadri
Charlotte (Michigan),N,8247,https://cricheroes.in/past-matches/8247/Charlotte%20(Michigan)
Charlotte (North Carolina),N,10738,https://cricheroes.in/past-matches/10738/Charlotte%20(North%20Carolina)
Charlottetown,N,11510,https://cricheroes.in/past-matches/11510/Charlottetown
Chatra,N,1624,https://cricheroes.in/past-matches/1624/Chatra
Chatrapatti,N,3649,https://cricheroes.in/past-matches/3649/Chatrapatti
Chatrapur,N,3250,https://cricheroes.in/past-matches/3250/Chatrapur
Chatsu,N,78,https://cricheroes.in/past-matches/78/Chatsu
Chavakkad,N,2107,https://cricheroes.in/past-matches/2107/Chavakkad
Chechat,N,79,https://cricheroes.in/past-matches/79/Chechat
Chekonidhara,N,621,https://cricheroes.in/past-matches/621/Chekonidhara
Chemmumiahpet,N,323,https://cricheroes.in/past-matches/323/Chemmumiahpet
Chenani,N,1533,https://cricheroes.in/past-matches/1533/Chenani
Chengalpattu,N,3651,https://cricheroes.in/past-matches/3651/Chengalpattu
Chengannur,N,2112,https://cricheroes.in/past-matches/2112/Chengannur
Chennai,N,3653,https://cricheroes.in/past-matches/3653/Chennai
Chennasamudram,N,3654,https://cricheroes.in/past-matches/3654/Chennasamudram
Chennimalai,N,3655,https://cricheroes.in/past-matches/3655/Chennimalai
Chenpur,N,1112,https://cricheroes.in/past-matches/1112/Chenpur
Cherthala,N,2115,https://cricheroes.in/past-matches/2115/Cherthala
Chester-le-Street,N,13818,https://cricheroes.in/past-matches/13818/Chester-le-Street
Cheyur,N,3663,https://cricheroes.in/past-matches/3663/Cheyur
Cheyyar,N,3664,https://cricheroes.in/past-matches/3664/Cheyyar
Chhabra,N,80,https://cricheroes.in/past-matches/80/Chhabra
Chhapar,N,81,https://cricheroes.in/past-matches/81/Chhapar
Chhapra,N,763,https://cricheroes.in/past-matches/763/Chhapra
Chhatapur,N,764,https://cricheroes.in/past-matches/764/Chhatapur
Chhatarpur,N,2408,https://cricheroes.in/past-matches/2408/Chhatarpur
Chhatral,N,1115,https://cricheroes.in/past-matches/1115/Chhatral
Chhibramau,N,4680,https://cricheroes.in/past-matches/4680/Chhibramau
Chhindwara,N,2409,https://cricheroes.in/past-matches/2409/Chhindwara
Chhipa Barod,N,82,https://cricheroes.in/past-matches/82/Chhipa%20Barod
Chhota Udepur,N,1116,https://cricheroes.in/past-matches/1116/Chhota%20Udepur
Chickballapur,N,1819,https://cricheroes.in/past-matches/1819/Chickballapur
Chidambaram,N,3665,https://cricheroes.in/past-matches/3665/Chidambaram
Chik Ballapur,N,1820,https://cricheroes.in/past-matches/1820/Chik%20Ballapur
Chikhli (Gujarat),N,1117,https://cricheroes.in/past-matches/1117/Chikhli%20(Gujarat)
Chikhli (Maharashtra),N,2780,https://cricheroes.in/past-matches/2780/Chikhli%20(Maharashtra)
Chikkaballapur,N,1821,https://cricheroes.in/past-matches/1821/Chikkaballapur
Chikmagalur,N,1822,https://cricheroes.in/past-matches/1822/Chikmagalur
Chikodi,N,1824,https://cricheroes.in/past-matches/1824/Chikodi
Chinagadila,N,327,https://cricheroes.in/past-matches/327/Chinagadila
Chinchwad,N,2782,https://cricheroes.in/past-matches/2782/Chinchwad
Chiniot,N,13506,https://cricheroes.in/past-matches/13506/Chiniot
Chintamani,N,1826,https://cricheroes.in/past-matches/1826/Chintamani
Chiplun,N,2783,https://cricheroes.in/past-matches/2783/Chiplun
Chirala,N,332,https://cricheroes.in/past-matches/332/Chirala
Chitradurga,N,1829,https://cricheroes.in/past-matches/1829/Chitradurga
Chitrakut,N,2412,https://cricheroes.in/past-matches/2412/Chitrakut
Chitrakut Dham,N,4685,https://cricheroes.in/past-matches/4685/Chitrakut%20Dham
Chittagong (Bangladesh),N,19605,https://cricheroes.in/past-matches/19605/Chittagong%20(Bangladesh)
Chittaurgarh,N,85,https://cricheroes.in/past-matches/85/Chittaurgarh
Chittoor,N,333,https://cricheroes.in/past-matches/333/Chittoor
Chittorgarh,N,86,https://cricheroes.in/past-matches/86/Chittorgarh
Chittur,N,2122,https://cricheroes.in/past-matches/2122/Chittur
Chockli,N,2123,https://cricheroes.in/past-matches/2123/Chockli
Chodavaram,N,334,https://cricheroes.in/past-matches/334/Chodavaram
Chomun,N,87,https://cricheroes.in/past-matches/87/Chomun
Chopan,N,4686,https://cricheroes.in/past-matches/4686/Chopan
Chorvad,N,1119,https://cricheroes.in/past-matches/1119/Chorvad
Chotila,N,1120,https://cricheroes.in/past-matches/1120/Chotila
Choto Haibor,N,622,https://cricheroes.in/past-matches/622/Choto%20Haibor
Chunar,N,4688,https://cricheroes.in/past-matches/4688/Chunar
Churu,N,88,https://cricheroes.in/past-matches/88/Churu
Coimbatore,N,3677,https://cricheroes.in/past-matches/3677/Coimbatore
Colgong,N,765,https://cricheroes.in/past-matches/765/Colgong
Colombo,N,11873,https://cricheroes.in/past-matches/11873/Colombo
Coorg,N,1830,https://cricheroes.in/past-matches/1830/Coorg
Corning (New York),N,10503,https://cricheroes.in/past-matches/10503/Corning%20(New%20York)
Courtalam,N,3679,https://cricheroes.in/past-matches/3679/Courtalam
Coventry (Warwickshire),N,14709,https://cricheroes.in/past-matches/14709/Coventry%20(Warwickshire)
Cranbury,N,6628,https://cricheroes.in/past-matches/6628/Cranbury
Cuddalore,N,3680,https://cricheroes.in/past-matches/3680/Cuddalore
Cuddapah,N,337,https://cricheroes.in/past-matches/337/Cuddapah
Cumbum,N,338,https://cricheroes.in/past-matches/338/Cumbum
Curchorem,N,1008,https://cricheroes.in/past-matches/1008/Curchorem
Cuttack,N,3254,https://cricheroes.in/past-matches/3254/Cuttack
Dabhoi,N,1121,https://cricheroes.in/past-matches/1121/Dabhoi
Dadara,N,1122,https://cricheroes.in/past-matches/1122/Dadara
Dadri,N,4691,https://cricheroes.in/past-matches/4691/Dadri
Dahanu,N,2787,https://cricheroes.in/past-matches/2787/Dahanu
Dahej,N,19633,https://cricheroes.in/past-matches/19633/Dahej
Dahod,N,25,https://cricheroes.in/past-matches/25/Dahod
Dakor,N,1123,https://cricheroes.in/past-matches/1123/Dakor
Dalsingh Sarai,N,766,https://cricheroes.in/past-matches/766/Dalsingh%20Sarai
Daltenganj,N,1630,https://cricheroes.in/past-matches/1630/Daltenganj
Daman,N,983,https://cricheroes.in/past-matches/983/Daman
Damnagar,N,1124,https://cricheroes.in/past-matches/1124/Damnagar
Daosa,N,89,https://cricheroes.in/past-matches/89/Daosa
Dapoli Camp,N,2789,https://cricheroes.in/past-matches/2789/Dapoli%20Camp
Darasuram,N,3682,https://cricheroes.in/past-matches/3682/Darasuram
Darbhanga,N,767,https://cricheroes.in/past-matches/767/Darbhanga
Darnakal,N,339,https://cricheroes.in/past-matches/339/Darnakal
Dasarahalli,N,1833,https://cricheroes.in/past-matches/1833/Dasarahalli
Dasnapur,N,340,https://cricheroes.in/past-matches/340/Dasnapur
Datia,N,2418,https://cricheroes.in/past-matches/2418/Datia
Daudnagar,N,768,https://cricheroes.in/past-matches/768/Daudnagar
Dauleshwaram,N,341,https://cricheroes.in/past-matches/341/Dauleshwaram
Daund,N,2793,https://cricheroes.in/past-matches/2793/Daund
Dausa,N,91,https://cricheroes.in/past-matches/91/Dausa
Davangere,N,1834,https://cricheroes.in/past-matches/1834/Davangere
Deesa,N,1125,https://cricheroes.in/past-matches/1125/Deesa
Dehgam,N,20786,https://cricheroes.in/past-matches/20786/Dehgam
Dehra Dun Cantonment,N,5229,https://cricheroes.in/past-matches/5229/Dehra%20Dun%20Cantonment
Dehradun,N,5230,https://cricheroes.in/past-matches/5230/Dehradun
Dehrakhas,N,5231,https://cricheroes.in/past-matches/5231/Dehrakhas
Dehri,N,769,https://cricheroes.in/past-matches/769/Dehri
Dehu Road,N,2796,https://cricheroes.in/past-matches/2796/Dehu%20Road
Delhi,N,985,https://cricheroes.in/past-matches/985/Delhi
Denkanikottai,N,3683,https://cricheroes.in/past-matches/3683/Denkanikottai
Deoband,N,4699,https://cricheroes.in/past-matches/4699/Deoband
Deodara,N,2419,https://cricheroes.in/past-matches/2419/Deodara
Deoghar,N,1633,https://cricheroes.in/past-matches/1633/Deoghar
Deoli (Rajasthan),N,92,https://cricheroes.in/past-matches/92/Deoli%20(Rajasthan)
Deomali,N,583,https://cricheroes.in/past-matches/583/Deomali
Deori (Chhattisgarh),N,902,https://cricheroes.in/past-matches/902/Deori%20(Chhattisgarh)
Deori (Madhya Pradesh),N,2420,https://cricheroes.in/past-matches/2420/Deori%20(Madhya%20Pradesh)
Deoria,N,4701,https://cricheroes.in/past-matches/4701/Deoria
Dera Bassi,N,3409,https://cricheroes.in/past-matches/3409/Dera%20Bassi
Dera Ghazi Khan,N,13503,https://cricheroes.in/past-matches/13503/Dera%20Ghazi%20Khan
Dera Gopipur,N,1460,https://cricheroes.in/past-matches/1460/Dera%20Gopipur
Dergaon,N,623,https://cricheroes.in/past-matches/623/Dergaon
Deshnok,N,93,https://cricheroes.in/past-matches/93/Deshnok
Devadurga,N,1835,https://cricheroes.in/past-matches/1835/Devadurga
Devagiri,N,1836,https://cricheroes.in/past-matches/1836/Devagiri
Devanhalli,N,1837,https://cricheroes.in/past-matches/1837/Devanhalli
Devendranagar,N,2423,https://cricheroes.in/past-matches/2423/Devendranagar
Devgarh,N,94,https://cricheroes.in/past-matches/94/Devgarh
Devli,N,95,https://cricheroes.in/past-matches/95/Devli
Devsar,N,1128,https://cricheroes.in/past-matches/1128/Devsar
Dewas,N,2425,https://cricheroes.in/past-matches/2425/Dewas
Dhaka (Bangladesh),N,19604,https://cricheroes.in/past-matches/19604/Dhaka%20(Bangladesh)
Dhaka (Bihar),N,770,https://cricheroes.in/past-matches/770/Dhaka%20(Bihar)
Dhali,N,3692,https://cricheroes.in/past-matches/3692/Dhali
Dhamdha,N,903,https://cricheroes.in/past-matches/903/Dhamdha
Dhampur,N,4703,https://cricheroes.in/past-matches/4703/Dhampur
Dhamtari,N,904,https://cricheroes.in/past-matches/904/Dhamtari
Dhana,N,2427,https://cricheroes.in/past-matches/2427/Dhana
Dhanbad,N,1636,https://cricheroes.in/past-matches/1636/Dhanbad
Dhandhuka,N,1129,https://cricheroes.in/past-matches/1129/Dhandhuka
Dhanera,N,1130,https://cricheroes.in/past-matches/1130/Dhanera
Dhansura,N,1132,https://cricheroes.in/past-matches/1132/Dhansura
Dhar,N,2429,https://cricheroes.in/past-matches/2429/Dhar
Dhar district,N,19990,https://cricheroes.in/past-matches/19990/Dhar%20district
Dharampur,N,1133,https://cricheroes.in/past-matches/1133/Dharampur
Dharampuri,N,2430,https://cricheroes.in/past-matches/2430/Dharampuri
Dharamshala,N,1462,https://cricheroes.in/past-matches/1462/Dharamshala
Dharapur,N,624,https://cricheroes.in/past-matches/624/Dharapur
Dharchula,N,5235,https://cricheroes.in/past-matches/5235/Dharchula
Dharchula Dehat,N,5236,https://cricheroes.in/past-matches/5236/Dharchula%20Dehat
Dhariawad,N,96,https://cricheroes.in/past-matches/96/Dhariawad
Dharmanagar,N,4507,https://cricheroes.in/past-matches/4507/Dharmanagar
Dharmapuri,N,3696,https://cricheroes.in/past-matches/3696/Dharmapuri
Dharmavaram,N,342,https://cricheroes.in/past-matches/342/Dharmavaram
Dharuhera,N,1355,https://cricheroes.in/past-matches/1355/Dharuhera
Dharwar,N,1838,https://cricheroes.in/past-matches/1838/Dharwar
Dhatri Gram,N,5447,https://cricheroes.in/past-matches/5447/Dhatri%20Gram
Dhaurhra,N,4709,https://cricheroes.in/past-matches/4709/Dhaurhra
Dholka,N,1136,https://cricheroes.in/past-matches/1136/Dholka
Dholpur,N,98,https://cricheroes.in/past-matches/98/Dholpur
Dhoraji,N,1138,https://cricheroes.in/past-matches/1138/Dhoraji
Dhrangadhra,N,1139,https://cricheroes.in/past-matches/1139/Dhrangadhra
Dhrol,N,1140,https://cricheroes.in/past-matches/1140/Dhrol
Dhule,N,2807,https://cricheroes.in/past-matches/2807/Dhule
Dhulian,N,5450,https://cricheroes.in/past-matches/5450/Dhulian
Dhuri,N,3414,https://cricheroes.in/past-matches/3414/Dhuri
Diamond Harbour,N,5453,https://cricheroes.in/past-matches/5453/Diamond%20Harbour
Dibai,N,4710,https://cricheroes.in/past-matches/4710/Dibai
Dibrugarh,N,630,https://cricheroes.in/past-matches/630/Dibrugarh
Didwana,N,99,https://cricheroes.in/past-matches/99/Didwana
Digha,N,5454,https://cricheroes.in/past-matches/5454/Digha
Dildarnagar Fatehpur,N,4712,https://cricheroes.in/past-matches/4712/Dildarnagar%20Fatehpur
Dimapur,N,3198,https://cricheroes.in/past-matches/3198/Dimapur
Dindigul,N,3697,https://cricheroes.in/past-matches/3697/Dindigul
Dinhata,N,5456,https://cricheroes.in/past-matches/5456/Dinhata
Dipka,N,906,https://cricheroes.in/past-matches/906/Dipka
Disa,N,1144,https://cricheroes.in/past-matches/1144/Disa
Diu,N,984,https://cricheroes.in/past-matches/984/Diu
Dod Ballapur,N,1840,https://cricheroes.in/past-matches/1840/Dod%20Ballapur
Doda,N,1534,https://cricheroes.in/past-matches/1534/Doda
Dodangaslanda,N,12594,https://cricheroes.in/past-matches/12594/Dodangaslanda
Doha,N,19416,https://cricheroes.in/past-matches/19416/Doha
Doiwala,N,5239,https://cricheroes.in/past-matches/5239/Doiwala
Dombivli,N,2811,https://cricheroes.in/past-matches/2811/Dombivli
Dommara Nandyal,N,344,https://cricheroes.in/past-matches/344/Dommara%20Nandyal
Dondaicha,N,2812,https://cricheroes.in/past-matches/2812/Dondaicha
Dongargaon,N,908,https://cricheroes.in/past-matches/908/Dongargaon
Dongragarh,N,909,https://cricheroes.in/past-matches/909/Dongragarh
Donimalai,N,1841,https://cricheroes.in/past-matches/1841/Donimalai
Doraha,N,3417,https://cricheroes.in/past-matches/3417/Doraha
Downingtown,N,9140,https://cricheroes.in/past-matches/9140/Downingtown
Dubai,N,10966,https://cricheroes.in/past-matches/10966/Dubai
Dublin (California),N,6084,https://cricheroes.in/past-matches/6084/Dublin%20(California)
Dubrajpur,N,5457,https://cricheroes.in/past-matches/5457/Dubrajpur
Dudhani,N,2813,https://cricheroes.in/past-matches/2813/Dudhani
Dudhinagar,N,4716,https://cricheroes.in/past-matches/4716/Dudhinagar
Dulhipur,N,4717,https://cricheroes.in/past-matches/4717/Dulhipur
Duliajan No.1,N,641,https://cricheroes.in/past-matches/641/Duliajan%20No.1
Dumka,N,1641,https://cricheroes.in/past-matches/1641/Dumka
Dumra,N,774,https://cricheroes.in/past-matches/774/Dumra
Dumraon,N,775,https://cricheroes.in/past-matches/775/Dumraon
Dundahera,N,1356,https://cricheroes.in/past-matches/1356/Dundahera
Dungar,N,1145,https://cricheroes.in/past-matches/1145/Dungar
Dungargarh,N,101,https://cricheroes.in/past-matches/101/Dungargarh
Dungarpur (Rajasthan),N,102,https://cricheroes.in/past-matches/102/Dungarpur%20(Rajasthan)
Dungra,N,1147,https://cricheroes.in/past-matches/1147/Dungra
Durban,N,16723,https://cricheroes.in/past-matches/16723/Durban
Durg,N,910,https://cricheroes.in/past-matches/910/Durg
Durgapur (Maharashtra),N,2814,https://cricheroes.in/past-matches/2814/Durgapur%20(Maharashtra)
Durgapur (West Bengal),N,5459,https://cricheroes.in/past-matches/5459/Durgapur%20(West%20Bengal)
Dwarka,N,1148,https://cricheroes.in/past-matches/1148/Dwarka
East Brunswick,N,10276,https://cricheroes.in/past-matches/10276/East%20Brunswick
East Godavari Dist.,N,346,https://cricheroes.in/past-matches/346/East%20Godavari%20Dist.
East London,N,16689,https://cricheroes.in/past-matches/16689/East%20London
East Windsor,N,10325,https://cricheroes.in/past-matches/10325/East%20Windsor
Edappal,N,2126,https://cricheroes.in/past-matches/2126/Edappal
Edison,N,10243,https://cricheroes.in/past-matches/10243/Edison
Eluru,N,350,https://cricheroes.in/past-matches/350/Eluru
Enugu,N,20364,https://cricheroes.in/past-matches/20364/Enugu
Ernakulam,N,2132,https://cricheroes.in/past-matches/2132/Ernakulam
Erode,N,3708,https://cricheroes.in/past-matches/3708/Erode
Etah,N,4721,https://cricheroes.in/past-matches/4721/Etah
Etawah,N,4722,https://cricheroes.in/past-matches/4722/Etawah
Ettimadai,N,3713,https://cricheroes.in/past-matches/3713/Ettimadai
Faisalabad,N,13481,https://cricheroes.in/past-matches/13481/Faisalabad
Faizabad,N,4723,https://cricheroes.in/past-matches/4723/Faizabad
Faizabad Cantonment,N,4724,https://cricheroes.in/past-matches/4724/Faizabad%20Cantonment
Faizpur,N,2818,https://cricheroes.in/past-matches/2818/Faizpur
Fakirtakya,N,352,https://cricheroes.in/past-matches/352/Fakirtakya
Falna,N,103,https://cricheroes.in/past-matches/103/Falna
Faridabad,N,1359,https://cricheroes.in/past-matches/1359/Faridabad
Faridkot,N,3418,https://cricheroes.in/past-matches/3418/Faridkot
Faridnagar,N,4727,https://cricheroes.in/past-matches/4727/Faridnagar
Faridpur,N,4728,https://cricheroes.in/past-matches/4728/Faridpur
Farooqnagar,N,4450,https://cricheroes.in/past-matches/4450/Farooqnagar
Farrukhabad,N,4731,https://cricheroes.in/past-matches/4731/Farrukhabad
Farrukhnagar (Andhra Pradesh),N,353,https://cricheroes.in/past-matches/353/Farrukhnagar%20(Andhra%20Pradesh)
Fatehabad (Haryana),N,1361,https://cricheroes.in/past-matches/1361/Fatehabad%20(Haryana)
Fatehabad (Uttar Pradesh),N,4732,https://cricheroes.in/past-matches/4732/Fatehabad%20(Uttar%20Pradesh)
Fatehgarh Sahib,N,3421,https://cricheroes.in/past-matches/3421/Fatehgarh%20Sahib
Fatehnagar,N,104,https://cricheroes.in/past-matches/104/Fatehnagar
Fatehpur (Rajasthan),N,105,https://cricheroes.in/past-matches/105/Fatehpur%20(Rajasthan)
Fatehpur (Uttar Pradesh),N,4736,https://cricheroes.in/past-matches/4736/Fatehpur%20(Uttar%20Pradesh)
Fazilka,N,3422,https://cricheroes.in/past-matches/3422/Fazilka
Feroke,N,2135,https://cricheroes.in/past-matches/2135/Feroke
Firozabad,N,4739,https://cricheroes.in/past-matches/4739/Firozabad
Firozpur Cantonment,N,3424,https://cricheroes.in/past-matches/3424/Firozpur%20Cantonment
Firozpur Jhirka,N,1362,https://cricheroes.in/past-matches/1362/Firozpur%20Jhirka
Fort Gloster,N,5466,https://cricheroes.in/past-matches/5466/Fort%20Gloster
Freetown,N,20711,https://cricheroes.in/past-matches/20711/Freetown
Fremont (California),N,6125,https://cricheroes.in/past-matches/6125/Fremont%20(California)
Frezarpur,N,911,https://cricheroes.in/past-matches/911/Frezarpur
Fujairah,N,10972,https://cricheroes.in/past-matches/10972/Fujairah
Gabberia,N,5467,https://cricheroes.in/past-matches/5467/Gabberia
Gadag,N,1842,https://cricheroes.in/past-matches/1842/Gadag
Gadchiroli,N,2820,https://cricheroes.in/past-matches/2820/Gadchiroli
Gadhda,N,1151,https://cricheroes.in/past-matches/1151/Gadhda
Gadwal,N,4451,https://cricheroes.in/past-matches/4451/Gadwal
Gajendragarh,N,1843,https://cricheroes.in/past-matches/1843/Gajendragarh
Gajraula,N,4740,https://cricheroes.in/past-matches/4740/Gajraula
Gajwel,N,4452,https://cricheroes.in/past-matches/4452/Gajwel
Galiakot,N,107,https://cricheroes.in/past-matches/107/Galiakot
Gallella,N,12473,https://cricheroes.in/past-matches/12473/Gallella
Galway City,N,21000,https://cricheroes.in/past-matches/21000/Galway%20City
Ganaur,N,19515,https://cricheroes.in/past-matches/19515/Ganaur
Ganderbal,N,20787,https://cricheroes.in/past-matches/20787/Ganderbal
Gandhi Nagar (Maharashtra),N,2822,https://cricheroes.in/past-matches/2822/Gandhi%20Nagar%20(Maharashtra)
Gandhi Sagar Hydel Colony,N,2439,https://cricheroes.in/past-matches/2439/Gandhi%20Sagar%20Hydel%20Colony
Gandhidham,N,8,https://cricheroes.in/past-matches/8/Gandhidham
Gandhinagar,N,10,https://cricheroes.in/past-matches/10/Gandhinagar
Ganeshpur,N,2823,https://cricheroes.in/past-matches/2823/Ganeshpur
Ganganagar,N,108,https://cricheroes.in/past-matches/108/Ganganagar
Gangapur (Maharashtra),N,2825,https://cricheroes.in/past-matches/2825/Gangapur%20(Maharashtra)
Gangapur (Rajasthan),N,109,https://cricheroes.in/past-matches/109/Gangapur%20(Rajasthan)
Gangawati,N,1845,https://cricheroes.in/past-matches/1845/Gangawati
Gangoh,N,4743,https://cricheroes.in/past-matches/4743/Gangoh
Gangtok,N,3534,https://cricheroes.in/past-matches/3534/Gangtok
Gannaur,N,1363,https://cricheroes.in/past-matches/1363/Gannaur
Gannavaram,N,358,https://cricheroes.in/past-matches/358/Gannavaram
Garacharma (Andaman and Nicobar Islands),N,281,https://cricheroes.in/past-matches/281/Garacharma%20(Andaman%20and%20Nicobar%20Islands)
Garhmukteshwar,N,4747,https://cricheroes.in/past-matches/4747/Garhmukteshwar
Gariaband,N,913,https://cricheroes.in/past-matches/913/Gariaband
Garulia,N,5476,https://cricheroes.in/past-matches/5476/Garulia
Gaurela,N,914,https://cricheroes.in/past-matches/914/Gaurela
Gauripur,N,644,https://cricheroes.in/past-matches/644/Gauripur
Gaya,N,778,https://cricheroes.in/past-matches/778/Gaya
Gayespur,N,5477,https://cricheroes.in/past-matches/5477/Gayespur
Gazipur,N,779,https://cricheroes.in/past-matches/779/Gazipur
Gelephu,N,20989,https://cricheroes.in/past-matches/20989/Gelephu
George Town,N,20145,https://cricheroes.in/past-matches/20145/George%20Town
Geylegphug,N,20113,https://cricheroes.in/past-matches/20113/Geylegphug
Ghagga,N,3427,https://cricheroes.in/past-matches/3427/Ghagga
Ghamarwin,N,1464,https://cricheroes.in/past-matches/1464/Ghamarwin
