CITY,SCRAPE,ID,URL
Ghantapada,N,3266,https://cricheroes.in/past-matches/3266/Ghantapada
Gharghoda,N,916,https://cricheroes.in/past-matches/916/Gharghoda
Ghatal,N,5478,https://cricheroes.in/past-matches/5478/Ghatal
Ghatampur,N,4752,https://cricheroes.in/past-matches/4752/Ghatampur
Ghatkesar,N,4453,https://cricheroes.in/past-matches/4453/Ghatkesar
Ghatsila,N,1645,https://cricheroes.in/past-matches/1645/Ghatsila
Ghaziabad,N,4753,https://cricheroes.in/past-matches/4753/Ghaziabad
Ghazipur,N,4754,https://cricheroes.in/past-matches/4754/Ghazipur
Ghazni,N,19337,https://cricheroes.in/past-matches/19337/Ghazni
Ghogha,N,1154,https://cricheroes.in/past-matches/1154/Ghogha
Ghoti,N,2828,https://cricheroes.in/past-matches/2828/Ghoti
Ghraunda,N,1364,https://cricheroes.in/past-matches/1364/Ghraunda
Giddarbaha,N,3429,https://cricheroes.in/past-matches/3429/Giddarbaha
Giridih,N,1648,https://cricheroes.in/past-matches/1648/Giridih
Glenfield,N,18920,https://cricheroes.in/past-matches/18920/Glenfield
Goa,N,1012,https://cricheroes.in/past-matches/1012/Goa
Goaljan,N,5480,https://cricheroes.in/past-matches/5480/Goaljan
Goalpara,N,645,https://cricheroes.in/past-matches/645/Goalpara
Godavarikhani,N,362,https://cricheroes.in/past-matches/362/Godavarikhani
Godda,N,1650,https://cricheroes.in/past-matches/1650/Godda
Godhra,N,19,https://cricheroes.in/past-matches/19/Godhra
Gogaon (Chhattisgarh),N,919,https://cricheroes.in/past-matches/919/Gogaon%20(Chhattisgarh)
Gogaon (Madhya Pradesh),N,2447,https://cricheroes.in/past-matches/2447/Gogaon%20(Madhya%20Pradesh)
Gohana,N,1365,https://cricheroes.in/past-matches/1365/Gohana
Gokak,N,1848,https://cricheroes.in/past-matches/1848/Gokak
Gola Bazar,N,4762,https://cricheroes.in/past-matches/4762/Gola%20Bazar
Gola Gokarannath,N,4763,https://cricheroes.in/past-matches/4763/Gola%20Gokarannath
Goleta,N,6138,https://cricheroes.in/past-matches/6138/Goleta
Gonda,N,4764,https://cricheroes.in/past-matches/4764/Gonda
Gondal,N,29,https://cricheroes.in/past-matches/29/Gondal
Gondia,N,2832,https://cricheroes.in/past-matches/2832/Gondia
Goniana,N,3431,https://cricheroes.in/past-matches/3431/Goniana
Gonikoppal,N,1850,https://cricheroes.in/past-matches/1850/Gonikoppal
Gopalasamudram,N,3721,https://cricheroes.in/past-matches/3721/Gopalasamudram
Gopalganj,N,782,https://cricheroes.in/past-matches/782/Gopalganj
Gopalpur (Odisha),N,3267,https://cricheroes.in/past-matches/3267/Gopalpur%20(Odisha)
Gopalur,N,364,https://cricheroes.in/past-matches/364/Gopalur
Gorakhpur,N,4767,https://cricheroes.in/past-matches/4767/Gorakhpur
Goredi Chancha,N,110,https://cricheroes.in/past-matches/110/Goredi%20Chancha
Gothra,N,111,https://cricheroes.in/past-matches/111/Gothra
Govindgarh (Rajasthan),N,112,https://cricheroes.in/past-matches/112/Govindgarh%20(Rajasthan)
Greater Manchester,N,14316,https://cricheroes.in/past-matches/14316/Greater%20Manchester
Greater Noida,N,4770,https://cricheroes.in/past-matches/4770/Greater%20Noida
GSFC Complex,N,1150,https://cricheroes.in/past-matches/1150/GSFC%20Complex
Guadalajara,N,15262,https://cricheroes.in/past-matches/15262/Guadalajara
Gudivada,N,366,https://cricheroes.in/past-matches/366/Gudivada
Gudiyattam,N,3724,https://cricheroes.in/past-matches/3724/Gudiyattam
Gudur,N,367,https://cricheroes.in/past-matches/367/Gudur
Guduvanchery,N,3725,https://cricheroes.in/past-matches/3725/Guduvanchery
Gujranwala,N,13484,https://cricheroes.in/past-matches/13484/Gujranwala
Gujrat,N,13496,https://cricheroes.in/past-matches/13496/Gujrat
Gulabpura,N,113,https://cricheroes.in/past-matches/113/Gulabpura
Gulariya (Uttar Pradesh),N,4772,https://cricheroes.in/past-matches/4772/Gulariya%20(Uttar%20Pradesh)
Gulbarga,N,1855,https://cricheroes.in/past-matches/1855/Gulbarga
Gulmarg,N,1539,https://cricheroes.in/past-matches/1539/Gulmarg
Gumia,N,1655,https://cricheroes.in/past-matches/1655/Gumia
Gummidipoondi,N,3726,https://cricheroes.in/past-matches/3726/Gummidipoondi
Guna,N,2452,https://cricheroes.in/past-matches/2452/Guna
Guntakal,N,368,https://cricheroes.in/past-matches/368/Guntakal
Guntur,N,369,https://cricheroes.in/past-matches/369/Guntur
Gurdaspur,N,3433,https://cricheroes.in/past-matches/3433/Gurdaspur
Gurgaon,N,1366,https://cricheroes.in/past-matches/1366/Gurgaon
Gurmatkal,N,1858,https://cricheroes.in/past-matches/1858/Gurmatkal
Gursahaiganj,N,4775,https://cricheroes.in/past-matches/4775/Gursahaiganj
Guru Har Sahai,N,3434,https://cricheroes.in/past-matches/3434/Guru%20Har%20Sahai
Gurugram,N,19989,https://cricheroes.in/past-matches/19989/Gurugram
Guruvayur,N,2136,https://cricheroes.in/past-matches/2136/Guruvayur
Guti,N,370,https://cricheroes.in/past-matches/370/Guti
Guwahati,N,650,https://cricheroes.in/past-matches/650/Guwahati
Gwalior,N,2454,https://cricheroes.in/past-matches/2454/Gwalior
Gyanpur,N,4777,https://cricheroes.in/past-matches/4777/Gyanpur
Habra,N,5491,https://cricheroes.in/past-matches/5491/Habra
Hadgaon,N,2834,https://cricheroes.in/past-matches/2834/Hadgaon
Hafizabad,N,13513,https://cricheroes.in/past-matches/13513/Hafizabad
Haflong,N,651,https://cricheroes.in/past-matches/651/Haflong
Hailakandi,N,652,https://cricheroes.in/past-matches/652/Hailakandi
Haileymandi,N,1367,https://cricheroes.in/past-matches/1367/Haileymandi
Hajipur (Bihar),N,784,https://cricheroes.in/past-matches/784/Hajipur%20(Bihar)
Hajipur (Punjab),N,3435,https://cricheroes.in/past-matches/3435/Hajipur%20(Punjab)
Hajira INA,N,1155,https://cricheroes.in/past-matches/1155/Hajira%20INA
Haldwani,N,5245,https://cricheroes.in/past-matches/5245/Haldwani
Halifax (England),N,13901,https://cricheroes.in/past-matches/13901/Halifax%20(England)
Halisahar,N,5494,https://cricheroes.in/past-matches/5494/Halisahar
Halol,N,1156,https://cricheroes.in/past-matches/1156/Halol
Halvad,N,1157,https://cricheroes.in/past-matches/1157/Halvad
Hamad Town,N,19644,https://cricheroes.in/past-matches/19644/Hamad%20Town
Hamburg (Germany),N,17642,https://cricheroes.in/past-matches/17642/Hamburg%20(Germany)
Hamilton (Waikato),N,19271,https://cricheroes.in/past-matches/19271/Hamilton%20(Waikato)
Hamirpur (Himachal Pradesh),N,1465,https://cricheroes.in/past-matches/1465/Hamirpur%20(Himachal%20Pradesh)
Hamirpur (Uttar Pradesh),N,4781,https://cricheroes.in/past-matches/4781/Hamirpur%20(Uttar%20Pradesh)
Hamren,N,653,https://cricheroes.in/past-matches/653/Hamren
Handwara,N,1541,https://cricheroes.in/past-matches/1541/Handwara
Hansi,N,1368,https://cricheroes.in/past-matches/1368/Hansi
Hansot,N,1158,https://cricheroes.in/past-matches/1158/Hansot
Hanumangarh,N,114,https://cricheroes.in/past-matches/114/Hanumangarh
Hapur,N,4783,https://cricheroes.in/past-matches/4783/Hapur
Hardoi,N,4784,https://cricheroes.in/past-matches/4784/Hardoi
Hariana,N,3437,https://cricheroes.in/past-matches/3437/Hariana
Haridwar,N,5246,https://cricheroes.in/past-matches/5246/Haridwar
Haripad,N,2137,https://cricheroes.in/past-matches/2137/Haripad
Haripur,N,5499,https://cricheroes.in/past-matches/5499/Haripur
Hassan,N,1863,https://cricheroes.in/past-matches/1863/Hassan
Hathin,N,1370,https://cricheroes.in/past-matches/1370/Hathin
Hathras,N,4793,https://cricheroes.in/past-matches/4793/Hathras
Hauli,N,654,https://cricheroes.in/past-matches/654/Hauli
Hazaribag,N,1658,https://cricheroes.in/past-matches/1658/Hazaribag
Hebbalu,N,1868,https://cricheroes.in/past-matches/1868/Hebbalu
Hebri,N,1869,https://cricheroes.in/past-matches/1869/Hebri
Heidelberg,N,17001,https://cricheroes.in/past-matches/17001/Heidelberg
Heilbronn,N,17003,https://cricheroes.in/past-matches/17003/Heilbronn
Herbertpur,N,5247,https://cricheroes.in/past-matches/5247/Herbertpur
Highland Park (New Jersey),N,10414,https://cricheroes.in/past-matches/10414/Highland%20Park%20(New%20Jersey)
Hilsa,N,787,https://cricheroes.in/past-matches/787/Hilsa
Himatnagar,N,32,https://cricheroes.in/past-matches/32/Himatnagar
Hindaun,N,115,https://cricheroes.in/past-matches/115/Hindaun
Hindupur,N,371,https://cricheroes.in/past-matches/371/Hindupur
Hinganghat,N,2836,https://cricheroes.in/past-matches/2836/Hinganghat
Hingoli,N,2837,https://cricheroes.in/past-matches/2837/Hingoli
Hiranagar,N,1542,https://cricheroes.in/past-matches/1542/Hiranagar
Hisar,N,1371,https://cricheroes.in/past-matches/1371/Hisar
Hissar,N,1372,https://cricheroes.in/past-matches/1372/Hissar
Hodal,N,1373,https://cricheroes.in/past-matches/1373/Hodal
Hojai,N,656,https://cricheroes.in/past-matches/656/Hojai
Honavar,N,1879,https://cricheroes.in/past-matches/1879/Honavar
Hong Kong,N,21011,https://cricheroes.in/past-matches/21011/Hong%20Kong
Honnali,N,1880,https://cricheroes.in/past-matches/1880/Honnali
Hooghly,N,5505,https://cricheroes.in/past-matches/5505/Hooghly
Hosakote,N,1881,https://cricheroes.in/past-matches/1881/Hosakote
Hoshangabad,N,2465,https://cricheroes.in/past-matches/2465/Hoshangabad
Hoshiarpur,N,3438,https://cricheroes.in/past-matches/3438/Hoshiarpur
Hoskote,N,1885,https://cricheroes.in/past-matches/1885/Hoskote
Hospet,N,1886,https://cricheroes.in/past-matches/1886/Hospet
Hosur,N,3731,https://cricheroes.in/past-matches/3731/Hosur
Houghton,N,8304,https://cricheroes.in/past-matches/8304/Houghton
Houston (Minnesota),N,8446,https://cricheroes.in/past-matches/8446/Houston%20(Minnesota)
Houston (Texas),N,9531,https://cricheroes.in/past-matches/9531/Houston%20(Texas)
Howrah,N,5506,https://cricheroes.in/past-matches/5506/Howrah
Hubli,N,1887,https://cricheroes.in/past-matches/1887/Hubli
Hunasamaranahalli,N,1890,https://cricheroes.in/past-matches/1890/Hunasamaranahalli
Hungund,N,1891,https://cricheroes.in/past-matches/1891/Hungund
Husainabad,N,1660,https://cricheroes.in/past-matches/1660/Husainabad
Hussainpur,N,3439,https://cricheroes.in/past-matches/3439/Hussainpur
Hyderabad (Telangana),N,4454,https://cricheroes.in/past-matches/4454/Hyderabad%20(Telangana)
Hyderabad (Uttar Pradesh),N,4794,https://cricheroes.in/past-matches/4794/Hyderabad%20(Uttar%20Pradesh)
Ibadan,N,20611,https://cricheroes.in/past-matches/20611/Ibadan
Ichalkaranji,N,2839,https://cricheroes.in/past-matches/2839/Ichalkaranji
Ichchapuram,N,373,https://cricheroes.in/past-matches/373/Ichchapuram
Ichchhapor,N,1160,https://cricheroes.in/past-matches/1160/Ichchhapor
Idar,N,1161,https://cricheroes.in/past-matches/1161/Idar
Ieeja,N,20733,https://cricheroes.in/past-matches/20733/Ieeja
Igatpuri,N,2840,https://cricheroes.in/past-matches/2840/Igatpuri
Iglas,N,4796,https://cricheroes.in/past-matches/4796/Iglas
Ilkal,N,1894,https://cricheroes.in/past-matches/1894/Ilkal
Imphal,N,3129,https://cricheroes.in/past-matches/3129/Imphal
Inam Karur,N,3740,https://cricheroes.in/past-matches/3740/Inam%20Karur
Indapur,N,2841,https://cricheroes.in/past-matches/2841/Indapur
Indian Telephone Industry Mank,N,4799,https://cricheroes.in/past-matches/4799/Indian%20Telephone%20Industry%20Mank
Indore,N,2469,https://cricheroes.in/past-matches/2469/Indore
Indragarh,N,116,https://cricheroes.in/past-matches/116/Indragarh
Indranagar,N,4510,https://cricheroes.in/past-matches/4510/Indranagar
Indri,N,1374,https://cricheroes.in/past-matches/1374/Indri
Injambakkam,N,3741,https://cricheroes.in/past-matches/3741/Injambakkam
Irving,N,9536,https://cricheroes.in/past-matches/9536/Irving
Isa Town,N,19646,https://cricheroes.in/past-matches/19646/Isa%20Town
Islamabad,N,13487,https://cricheroes.in/past-matches/13487/Islamabad
Islampur (Bihar),N,789,https://cricheroes.in/past-matches/789/Islampur%20(Bihar)
Isnapur,N,374,https://cricheroes.in/past-matches/374/Isnapur
Isri,N,1661,https://cricheroes.in/past-matches/1661/Isri
Itanagar,N,584,https://cricheroes.in/past-matches/584/Itanagar
Itarsi,N,2471,https://cricheroes.in/past-matches/2471/Itarsi
Jabal-os-Saraj,N,19392,https://cricheroes.in/past-matches/19392/Jabal-os-Saraj
Jabalpur,N,2472,https://cricheroes.in/past-matches/2472/Jabalpur
Jabalpur Cantonment,N,2473,https://cricheroes.in/past-matches/2473/Jabalpur%20Cantonment
Jacobabad,N,13515,https://cricheroes.in/past-matches/13515/Jacobabad
Jadugora,N,1662,https://cricheroes.in/past-matches/1662/Jadugora
Jafarpur,N,5512,https://cricheroes.in/past-matches/5512/Jafarpur
Jaffna,N,12188,https://cricheroes.in/past-matches/12188/Jaffna
Jaffrabad,N,3743,https://cricheroes.in/past-matches/3743/Jaffrabad
Jafrabad,N,1162,https://cricheroes.in/past-matches/1162/Jafrabad
Jagadhri,N,1375,https://cricheroes.in/past-matches/1375/Jagadhri
Jagdalpur,N,921,https://cricheroes.in/past-matches/921/Jagdalpur
Jagdispur,N,790,https://cricheroes.in/past-matches/790/Jagdispur
Jaggayyapeta,N,375,https://cricheroes.in/past-matches/375/Jaggayyapeta
Jagraon,N,3440,https://cricheroes.in/past-matches/3440/Jagraon
Jagtaj,N,5515,https://cricheroes.in/past-matches/5515/Jagtaj
Jagtial,N,4455,https://cricheroes.in/past-matches/4455/Jagtial
Jahanabad (Bihar),N,791,https://cricheroes.in/past-matches/791/Jahanabad%20(Bihar)
Jahanabad (Uttar Pradesh),N,4804,https://cricheroes.in/past-matches/4804/Jahanabad%20(Uttar%20Pradesh)
Jahazpur,N,117,https://cricheroes.in/past-matches/117/Jahazpur
Jaipur,N,118,https://cricheroes.in/past-matches/118/Jaipur
Jaisalmer,N,119,https://cricheroes.in/past-matches/119/Jaisalmer
Jaiselmer,N,120,https://cricheroes.in/past-matches/120/Jaiselmer
Jaitaran,N,121,https://cricheroes.in/past-matches/121/Jaitaran
Jaithari,N,2476,https://cricheroes.in/past-matches/2476/Jaithari
Jaitu,N,3441,https://cricheroes.in/past-matches/3441/Jaitu
Jajpur,N,3274,https://cricheroes.in/past-matches/3274/Jajpur
Jalalabad (Nangarhar),N,19377,https://cricheroes.in/past-matches/19377/Jalalabad%20(Nangarhar)
Jalalabad (Punjab),N,3442,https://cricheroes.in/past-matches/3442/Jalalabad%20(Punjab)
Jalandhar,N,3443,https://cricheroes.in/past-matches/3443/Jalandhar
Jalandhar Cantonment,N,3444,https://cricheroes.in/past-matches/3444/Jalandhar%20Cantonment
Jalgaon,N,2843,https://cricheroes.in/past-matches/2843/Jalgaon
Jalna,N,2844,https://cricheroes.in/past-matches/2844/Jalna
Jalore,N,122,https://cricheroes.in/past-matches/122/Jalore
Jamalpur,N,792,https://cricheroes.in/past-matches/792/Jamalpur
Jambusar,N,1164,https://cricheroes.in/past-matches/1164/Jambusar
Jamjodhpur,N,1165,https://cricheroes.in/past-matches/1165/Jamjodhpur
Jammu,N,1543,https://cricheroes.in/past-matches/1543/Jammu
Jammu Cantonment,N,1544,https://cricheroes.in/past-matches/1544/Jammu%20Cantonment
Jammu Tawi,N,1545,https://cricheroes.in/past-matches/1545/Jammu%20Tawi
Jamnagar,N,6,https://cricheroes.in/past-matches/6/Jamnagar
Jamshedpur,N,1665,https://cricheroes.in/past-matches/1665/Jamshedpur
Jamtara,N,1666,https://cricheroes.in/past-matches/1666/Jamtara
Jamui (Bihar),N,794,https://cricheroes.in/past-matches/794/Jamui%20(Bihar)
Janakpur Road,N,795,https://cricheroes.in/past-matches/795/Janakpur%20Road
Jansath,N,4816,https://cricheroes.in/past-matches/4816/Jansath
Jaora,N,2479,https://cricheroes.in/past-matches/2479/Jaora
Jarjapupeta,N,379,https://cricheroes.in/past-matches/379/Jarjapupeta
Jarwal,N,4817,https://cricheroes.in/past-matches/4817/Jarwal
Jasdan,N,1166,https://cricheroes.in/past-matches/1166/Jasdan
Jashpurnagar,N,923,https://cricheroes.in/past-matches/923/Jashpurnagar
Jaspur,N,5248,https://cricheroes.in/past-matches/5248/Jaspur
Jaunpur,N,4821,https://cricheroes.in/past-matches/4821/Jaunpur
Jawar,N,2483,https://cricheroes.in/past-matches/2483/Jawar
Jawhar,N,2846,https://cricheroes.in/past-matches/2846/Jawhar
Jaynagar,N,797,https://cricheroes.in/past-matches/797/Jaynagar
Jaysingpur,N,2847,https://cricheroes.in/past-matches/2847/Jaysingpur
Jeddah,N,10958,https://cricheroes.in/past-matches/10958/Jeddah
Jejuri,N,2848,https://cricheroes.in/past-matches/2848/Jejuri
Jetalsar,N,1168,https://cricheroes.in/past-matches/1168/Jetalsar
Jetpur,N,26,https://cricheroes.in/past-matches/26/Jetpur
Jevargi,N,1898,https://cricheroes.in/past-matches/1898/Jevargi
Jeypore,N,3279,https://cricheroes.in/past-matches/3279/Jeypore
Jhajjar,N,1377,https://cricheroes.in/past-matches/1377/Jhajjar
Jhalawar,N,123,https://cricheroes.in/past-matches/123/Jhalawar
Jhansi,N,4824,https://cricheroes.in/past-matches/4824/Jhansi
Jharsuguda,N,3280,https://cricheroes.in/past-matches/3280/Jharsuguda
Jhumri Tilaiya,N,1674,https://cricheroes.in/past-matches/1674/Jhumri%20Tilaiya
Jhunjhunun,N,125,https://cricheroes.in/past-matches/125/Jhunjhunun
Jiaganj-Azimganj,N,5530,https://cricheroes.in/past-matches/5530/Jiaganj-Azimganj
Jid Ali,N,19651,https://cricheroes.in/past-matches/19651/Jid%20Ali
Jind,N,1378,https://cricheroes.in/past-matches/1378/Jind
Jintur,N,2849,https://cricheroes.in/past-matches/2849/Jintur
Jobner,N,126,https://cricheroes.in/past-matches/126/Jobner
Jodhpur,N,127,https://cricheroes.in/past-matches/127/Jodhpur
Jogbani,N,800,https://cricheroes.in/past-matches/800/Jogbani
Jogindarnagar,N,1467,https://cricheroes.in/past-matches/1467/Jogindarnagar
Johannesburg,N,16713,https://cricheroes.in/past-matches/16713/Johannesburg
Johor Bahru,N,20082,https://cricheroes.in/past-matches/20082/Johor%20Bahru
Jorapokhar,N,1675,https://cricheroes.in/past-matches/1675/Jorapokhar
Jorhat,N,661,https://cricheroes.in/past-matches/661/Jorhat
Jos,N,20628,https://cricheroes.in/past-matches/20628/Jos
Jubail,N,10959,https://cricheroes.in/past-matches/10959/Jubail
Jubbal,N,1468,https://cricheroes.in/past-matches/1468/Jubbal
Julana,N,1379,https://cricheroes.in/past-matches/1379/Julana
Junagadh,N,7,https://cricheroes.in/past-matches/7/Junagadh
Junagarh,N,3283,https://cricheroes.in/past-matches/3283/Junagarh
Junnar,N,2850,https://cricheroes.in/past-matches/2850/Junnar
Kabul,N,19360,https://cricheroes.in/past-matches/19360/Kabul
Kadapa,N,16685,https://cricheroes.in/past-matches/16685/Kadapa
Kadaura,N,4839,https://cricheroes.in/past-matches/4839/Kadaura
Kadi,N,1171,https://cricheroes.in/past-matches/1171/Kadi
Kadiri,N,380,https://cricheroes.in/past-matches/380/Kadiri
Kadodara,N,1172,https://cricheroes.in/past-matches/1172/Kadodara
Kaduna,N,20416,https://cricheroes.in/past-matches/20416/Kaduna
Kagal,N,2852,https://cricheroes.in/past-matches/2852/Kagal
Kaij,N,20049,https://cricheroes.in/past-matches/20049/Kaij
Kairana,N,4843,https://cricheroes.in/past-matches/4843/Kairana
Kaiserslautern,N,18528,https://cricheroes.in/past-matches/18528/Kaiserslautern
Kaithal,N,1380,https://cricheroes.in/past-matches/1380/Kaithal
Kakinada,N,382,https://cricheroes.in/past-matches/382/Kakinada
Kalamassery,N,2150,https://cricheroes.in/past-matches/2150/Kalamassery
Kalapatti,N,3758,https://cricheroes.in/past-matches/3758/Kalapatti
Kalavad,N,1173,https://cricheroes.in/past-matches/1173/Kalavad
Kalayat,N,1383,https://cricheroes.in/past-matches/1383/Kalayat
Kalikiri,N,19508,https://cricheroes.in/past-matches/19508/Kalikiri
Kalinjur,N,3761,https://cricheroes.in/past-matches/3761/Kalinjur
Kalka,N,1384,https://cricheroes.in/past-matches/1384/Kalka
Kallur,N,383,https://cricheroes.in/past-matches/383/Kallur
Kalol,N,28,https://cricheroes.in/past-matches/28/Kalol
Kalpa,N,1471,https://cricheroes.in/past-matches/1471/Kalpa
Kalpakkam,N,3768,https://cricheroes.in/past-matches/3768/Kalpakkam
Kalpetta,N,2152,https://cricheroes.in/past-matches/2152/Kalpetta
Kalpitiya,N,11619,https://cricheroes.in/past-matches/11619/Kalpitiya
Kalyan,N,2858,https://cricheroes.in/past-matches/2858/Kalyan
Kalyandurg,N,384,https://cricheroes.in/past-matches/384/Kalyandurg
Kalyani,N,5542,https://cricheroes.in/past-matches/5542/Kalyani
Kalyanpur (Dwarka),N,20843,https://cricheroes.in/past-matches/20843/Kalyanpur%20(Dwarka)
Kaman,N,129,https://cricheroes.in/past-matches/129/Kaman
Kamareddi,N,386,https://cricheroes.in/past-matches/386/Kamareddi
Kamareddy,N,4459,https://cricheroes.in/past-matches/4459/Kamareddy
Kamoke,N,13508,https://cricheroes.in/past-matches/13508/Kamoke
Kampur Town,N,662,https://cricheroes.in/past-matches/662/Kampur%20Town
Kanadukathan,N,3774,https://cricheroes.in/past-matches/3774/Kanadukathan
Kanakapura,N,1905,https://cricheroes.in/past-matches/1905/Kanakapura
Kanakpur,N,664,https://cricheroes.in/past-matches/664/Kanakpur
Kanchipuram,N,3777,https://cricheroes.in/past-matches/3777/Kanchipuram
Kanchrapara,N,5545,https://cricheroes.in/past-matches/5545/Kanchrapara
Kandari,N,2861,https://cricheroes.in/past-matches/2861/Kandari
Kandhar,N,2862,https://cricheroes.in/past-matches/2862/Kandhar
Kandi,N,5546,https://cricheroes.in/past-matches/5546/Kandi
Kangayam,N,3779,https://cricheroes.in/past-matches/3779/Kangayam
Kangra,N,1472,https://cricheroes.in/past-matches/1472/Kangra
Kanigiri,N,388,https://cricheroes.in/past-matches/388/Kanigiri
Kanina,N,1385,https://cricheroes.in/past-matches/1385/Kanina
Kanjikkuzhi,N,2155,https://cricheroes.in/past-matches/2155/Kanjikkuzhi
Kankroli,N,130,https://cricheroes.in/past-matches/130/Kankroli
Kannad,N,2867,https://cricheroes.in/past-matches/2867/Kannad
Kannauj,N,4854,https://cricheroes.in/past-matches/4854/Kannauj
Kannur (Karnataka),N,1908,https://cricheroes.in/past-matches/1908/Kannur%20(Karnataka)
Kannur (Kerala),N,2161,https://cricheroes.in/past-matches/2161/Kannur%20(Kerala)
Kanor,N,131,https://cricheroes.in/past-matches/131/Kanor
Kanpur,N,4855,https://cricheroes.in/past-matches/4855/Kanpur
Kanti,N,801,https://cricheroes.in/past-matches/801/Kanti
Kanyakumari,N,3790,https://cricheroes.in/past-matches/3790/Kanyakumari
Kapadwanj,N,1179,https://cricheroes.in/past-matches/1179/Kapadwanj
Kappiyarai,N,3791,https://cricheroes.in/past-matches/3791/Kappiyarai
Karachi,N,13479,https://cricheroes.in/past-matches/13479/Karachi
Karad,N,2868,https://cricheroes.in/past-matches/2868/Karad
Karaikal,N,3360,https://cricheroes.in/past-matches/3360/Karaikal
Karaikkudi,N,3792,https://cricheroes.in/past-matches/3792/Karaikkudi
Karamadai,N,3793,https://cricheroes.in/past-matches/3793/Karamadai
Karanja (Maharashtra),N,2869,https://cricheroes.in/past-matches/2869/Karanja%20(Maharashtra)
Karanpura,N,134,https://cricheroes.in/past-matches/134/Karanpura
Karauli,N,135,https://cricheroes.in/past-matches/135/Karauli
Kareli,N,2498,https://cricheroes.in/past-matches/2498/Kareli
Karera,N,2499,https://cricheroes.in/past-matches/2499/Karera
Kargil,N,1547,https://cricheroes.in/past-matches/1547/Kargil
Karhal,N,4861,https://cricheroes.in/past-matches/4861/Karhal
Kari,N,2500,https://cricheroes.in/past-matches/2500/Kari
Karimganj,N,665,https://cricheroes.in/past-matches/665/Karimganj
Karimnagar,N,4460,https://cricheroes.in/past-matches/4460/Karimnagar
Karjat,N,2872,https://cricheroes.in/past-matches/2872/Karjat
Karlsruhe,N,17018,https://cricheroes.in/past-matches/17018/Karlsruhe
Karnal,N,1388,https://cricheroes.in/past-matches/1388/Karnal
Karunagappally,N,2163,https://cricheroes.in/past-matches/2163/Karunagappally
Karungal,N,3802,https://cricheroes.in/past-matches/3802/Karungal
Karunguzhi,N,3803,https://cricheroes.in/past-matches/3803/Karunguzhi
Karur,N,3805,https://cricheroes.in/past-matches/3805/Karur
Kasaragod,N,2165,https://cricheroes.in/past-matches/2165/Kasaragod
Kasargod,N,2166,https://cricheroes.in/past-matches/2166/Kasargod
Kasganj,N,4863,https://cricheroes.in/past-matches/4863/Kasganj
Kashipur,N,5255,https://cricheroes.in/past-matches/5255/Kashipur
Kashirampur,N,5256,https://cricheroes.in/past-matches/5256/Kashirampur
Katangi,N,2504,https://cricheroes.in/past-matches/2504/Katangi
Kathmandu,N,19991,https://cricheroes.in/past-matches/19991/Kathmandu
Kathor,N,1184,https://cricheroes.in/past-matches/1184/Kathor
Kathua,N,1548,https://cricheroes.in/past-matches/1548/Kathua
Katihar,N,804,https://cricheroes.in/past-matches/804/Katihar
Katpadi,N,3810,https://cricheroes.in/past-matches/3810/Katpadi
Katra (Jammu and Kashmir),N,1549,https://cricheroes.in/past-matches/1549/Katra%20(Jammu%20and%20Kashmir)
Katra (Uttar Pradesh),N,4867,https://cricheroes.in/past-matches/4867/Katra%20(Uttar%20Pradesh)
Katwa,N,5555,https://cricheroes.in/past-matches/5555/Katwa
Katy,N,9541,https://cricheroes.in/past-matches/9541/Katy
Kausani,N,5257,https://cricheroes.in/past-matches/5257/Kausani
Kaushambi,N,20068,https://cricheroes.in/past-matches/20068/Kaushambi
Kavali,N,395,https://cricheroes.in/past-matches/395/Kavali
Kavant,N,1186,https://cricheroes.in/past-matches/1186/Kavant
Kawardha,N,927,https://cricheroes.in/past-matches/927/Kawardha
Kayalpattinam,N,3819,https://cricheroes.in/past-matches/3819/Kayalpattinam
Kayamkulam,N,2168,https://cricheroes.in/past-matches/2168/Kayamkulam
Kazipet,N,396,https://cricheroes.in/past-matches/396/Kazipet
Kedla,N,1682,https://cricheroes.in/past-matches/1682/Kedla
Kegalle,N,12498,https://cricheroes.in/past-matches/12498/Kegalle
Kekri,N,136,https://cricheroes.in/past-matches/136/Kekri
Kelamangalam,N,3821,https://cricheroes.in/past-matches/3821/Kelamangalam
Kelambakkam,N,3822,https://cricheroes.in/past-matches/3822/Kelambakkam
Kelaniya,N,12055,https://cricheroes.in/past-matches/12055/Kelaniya
Kemri,N,4870,https://cricheroes.in/past-matches/4870/Kemri
Kengeri,N,1912,https://cricheroes.in/past-matches/1912/Kengeri
Keshod,N,1187,https://cricheroes.in/past-matches/1187/Keshod
Keshorai Patan,N,137,https://cricheroes.in/past-matches/137/Keshorai%20Patan
Kesrisinghpur,N,138,https://cricheroes.in/past-matches/138/Kesrisinghpur
Khair,N,4875,https://cricheroes.in/past-matches/4875/Khair
Khairthal,N,139,https://cricheroes.in/past-matches/139/Khairthal
Khalidiyah,N,19492,https://cricheroes.in/past-matches/19492/Khalidiyah
Khalilabad,N,4878,https://cricheroes.in/past-matches/4878/Khalilabad
Khamanon,N,3451,https://cricheroes.in/past-matches/3451/Khamanon
Khambhaliya,N,1189,https://cricheroes.in/past-matches/1189/Khambhaliya
Khambhat,N,1190,https://cricheroes.in/past-matches/1190/Khambhat
Khamgaon,N,2881,https://cricheroes.in/past-matches/2881/Khamgaon
